date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:05:16	40976/40976	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:14%20GMT	http://7oroof.com/demos/medcity/services-single.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/services-single.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:17	36038/36038	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:13%20GMT	http://7oroof.com/demos/medcity/pricing.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/pricing.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:17	41901/41901	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:00%20GMT	http://7oroof.com/demos/medcity/appointment.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/appointment.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:17	42564/42564	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:08%20GMT	http://7oroof.com/demos/medcity/faqs.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/faqs.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:18	20657/20657	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:09%20GMT	http://7oroof.com/demos/medcity/gallery.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/gallery.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:18	57034/57034	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:03%20GMT	http://7oroof.com/demos/medcity/departments.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/departments.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:18	43703/43703	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:02%20GMT	http://7oroof.com/demos/medcity/departments-single.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/departments-single.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:19	35585/35585	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:08%20GMT	http://7oroof.com/demos/medcity/doctors-timetable.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/doctors-timetable.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:19	26372/26372	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:07%20GMT	http://7oroof.com/demos/medcity/doctors-standard.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/doctors-standard.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:20	27902/27902	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:04%20GMT	http://7oroof.com/demos/medcity/doctors-modern.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/doctors-modern.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:20	25562/25562	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:03%20GMT	http://7oroof.com/demos/medcity/doctors-grid.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/doctors-grid.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:20	39894/39894	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:06%20GMT	http://7oroof.com/demos/medcity/doctors-single-doctor1.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/doctors-single-doctor1.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:21	39670/39670	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:07%20GMT	http://7oroof.com/demos/medcity/doctors-single-doctor2.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/doctors-single-doctor2.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:21	27203/27203	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:01%20GMT	http://7oroof.com/demos/medcity/blog.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/blog.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:21	32622/32622	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:01%20GMT	http://7oroof.com/demos/medcity/blog-single-post.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/blog-single-post.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:22	32664/32664	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:16%20GMT	http://7oroof.com/demos/medcity/shop.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/shop.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:22	27744/27744	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:16%20GMT	http://7oroof.com/demos/medcity/shop-single-product.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/shop-single-product.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:07:18%20GMT	http://7oroof.com/demos/medcity/cart.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/cart.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:26	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:07:20%20GMT	https://7oroof.com/demos/medcity/cart.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/cart.1f.delayed	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:26	27923/27923	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Mar%202023%2013:19:02%20GMT	http://7oroof.com/demos/medcity/contact-us.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/contact-us.html	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:29	49883/49883	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:04%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/4.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:31	22878/22878	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:02%20GMT	http://7oroof.com/demos/medcity/assets/images/about/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/about/3.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:33	24463/24463	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:21%20GMT	http://7oroof.com/demos/medcity/assets/images/services/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/1.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:34	30542/30542	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:23%20GMT	http://7oroof.com/demos/medcity/assets/images/backgrounds/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/backgrounds/2.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:34	23668/23668	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:20%20GMT	http://7oroof.com/demos/medcity/assets/images/services/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/2.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:35	62304/62304	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:05%20GMT	http://7oroof.com/demos/medcity/assets/images/sliders/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/sliders/5.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:36	26577/26577	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:21%20GMT	http://7oroof.com/demos/medcity/assets/images/services/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/3.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:37	16723/16723	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:22%20GMT	http://7oroof.com/demos/medcity/assets/images/backgrounds/8.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/backgrounds/8.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:42	33707/33707	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:34%20GMT	http://7oroof.com/demos/medcity/assets/images/team/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/team/1.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:43	52148/52148	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:05%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/8.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/8.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:43	36701/36701	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:32%20GMT	http://7oroof.com/demos/medcity/assets/images/team/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/team/2.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:43	32881/32881	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:33%20GMT	http://7oroof.com/demos/medcity/assets/images/team/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/team/3.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:46	30874/30874	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:30%20GMT	http://7oroof.com/demos/medcity/assets/images/team/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/team/4.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:48	2931/2931	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:21:57%20GMT	http://7oroof.com/demos/medcity/assets/images/testimonials/thumbs/1.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/testimonials/thumbs/1.png	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:48	33725/33725	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:30%20GMT	http://7oroof.com/demos/medcity/assets/images/team/5.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/team/5.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:48	34447/34447	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:31%20GMT	http://7oroof.com/demos/medcity/assets/images/team/6.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/team/6.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:49	3436/3436	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:21:57%20GMT	http://7oroof.com/demos/medcity/assets/images/testimonials/thumbs/2.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/testimonials/thumbs/2.png	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:49	2912/2912	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:21:57%20GMT	http://7oroof.com/demos/medcity/assets/images/testimonials/thumbs/3.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/testimonials/thumbs/3.png	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:55	26596/26596	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:03%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/grid/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/grid/2.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:55	31696/31696	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:04%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/grid/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/grid/1.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:05:57	100948/100948	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:09%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/4.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:06:01	82104/82104	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:19%20GMT	http://7oroof.com/demos/medcity/assets/images/banners/1.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/banners/1.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:06:02	47683/47683	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:22:03%20GMT	http://7oroof.com/demos/medcity/assets/images/blog/grid/3.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/blog/grid/3.jpg	(from http://7oroof.com/demos/medcity/home-classic.html)
13:06:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:07:58%20GMT	http://7oroof.com/demos/medcity/assets/css/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_444444_256x240.3b.delayed	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:03	11853/11853	---M--	200	added ('OK')	application/javascript	date:Tue,%2028%20Mar%202023%2013:19:29%20GMT	http://7oroof.com/demos/medcity/assets/js/main.js	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/js/main.js	(from http://7oroof.com/demos/medcity/home-classic.html)
13:06:05	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:07:59%20GMT	https://7oroof.com/demos/medcity/assets/css/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_444444_256x240.3c.delayed	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:08:00%20GMT	http://7oroof.com/demos/medcity/assets/css/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_555555_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:07	89476/89476	---M--	200	added ('OK')	application/javascript	date:Tue,%2028%20Mar%202023%2013:19:27%20GMT	http://7oroof.com/demos/medcity/assets/js/jquery-3.5.1.min.js	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/js/jquery-3.5.1.min.js	(from http://7oroof.com/demos/medcity/home-classic.html)
13:06:07	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:08:01%20GMT	https://7oroof.com/demos/medcity/assets/css/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_555555_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:08:02%20GMT	http://7oroof.com/demos/medcity/assets/css/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_ffffff_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:10	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:08:04%20GMT	https://7oroof.com/demos/medcity/assets/css/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_ffffff_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:08:05%20GMT	http://7oroof.com/demos/medcity/assets/css/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_777620_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:12	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:08:06%20GMT	https://7oroof.com/demos/medcity/assets/css/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_777620_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:08:07%20GMT	http://7oroof.com/demos/medcity/assets/css/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_cc0000_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:14	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:08:08%20GMT	https://7oroof.com/demos/medcity/assets/css/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_cc0000_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:08:09%20GMT	http://7oroof.com/demos/medcity/assets/css/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_777777_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:14	228325/228325	---M--	200	added ('OK')	application/javascript	date:Tue,%2028%20Mar%202023%2013:19:30%20GMT	http://7oroof.com/demos/medcity/assets/js/plugins.js	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/js/plugins.js	(from http://7oroof.com/demos/medcity/home-classic.html)
13:06:15	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:08:09%20GMT	https://7oroof.com/demos/medcity/assets/css/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/css/images/ui-icons_777777_256x240.png	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:19	223074/223074	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2028%20Mar%202023%2013:19:37%20GMT	http://7oroof.com/demos/medcity/assets/fonts/icomoon.svg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/fonts/icomoon.svg	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:20	882/882	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2013:20:36%20GMT	http://7oroof.com/demos/medcity/assets/images/icons/text-shape.png	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/icons/text-shape.png	(from http://7oroof.com/demos/medcity/assets/css/style.css)
13:06:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20May%202023%2004:08:16%20GMT	http://7oroof.com/demos/medcity/department-single.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/department-single.html	(from http://7oroof.com/demos/medcity/index.html)
13:06:22	59276/59276	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2028%20Mar%202023%2013:19:35%20GMT	http://7oroof.com/demos/medcity/assets/fonts/icomoon.eot	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/fonts/icomoon.eot	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:24	39690/39690	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20May%202023%2004:08:18%20GMT	https://7oroof.com/demos/medcity/department-single.html	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/department-single.4d.delayed	(from http://7oroof.com/demos/medcity/index.html)
13:06:25	59112/59112	---M--	200	added ('OK')	font/ttf	date:Tue,%2028%20Mar%202023%2013:19:33%20GMT	http://7oroof.com/demos/medcity/assets/fonts/icomoon.ttf	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/fonts/icomoon.ttf	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:26	59188/59188	---M--	200	added ('OK')	font/woff	date:Tue,%2028%20Mar%202023%2013:19:34%20GMT	http://7oroof.com/demos/medcity/assets/fonts/icomoon.woff	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/fonts/icomoon.woff	(from http://7oroof.com/demos/medcity/assets/css/libraries.css)
13:06:30	22118/22118	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:20:01%20GMT	http://7oroof.com/demos/medcity/assets/images/about/2.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/about/2.jpg	(from http://7oroof.com/demos/medcity/index.html)
13:06:31	25196/25196	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Mar%202023%2013:21:18%20GMT	http://7oroof.com/demos/medcity/assets/images/services/4.jpg	C:/My%20Web%20Sites/KESEHATAN-DINAS/7oroof.com/demos/medcity/assets/images/services/4.jpg	(from http://7oroof.com/demos/medcity/index.html)
